,Oxaliplatin,Ulixertinib,Fulvestrant,Uprosertib,Dactinomycin,Docetaxel,Camptothecin,5-Fluorouracil,Afatinib,Taselisib,PD0325901,Sapitinib,Alpelisib,SCH772984,LGK974,Luminespib,Linsitinib,GSK1904529A,EPZ5676,EPZ004777,Irinotecan,PLX-4720,Nutlin-3a (-),MG-132,Staurosporine,MK-2206,Trametinib,Palbociclib,MK-1775,Cisplatin,Pictilisib,AZD7762,Olaparib,Dasatinib,AZD3759,PD173074,Vorinostat,Dabrafenib,Paclitaxel,AZD4547,Lapatinib,Sorafenib,Nilotinib,Tamoxifen,Gemcitabine,Venetoclax,Bortezomib,Wee1 Inhibitor,Osimertinib,AGI-5198,Ipatasertib,Erlotinib,Sepantronium bromide,Cediranib,Buparlisib,YK-4-279,AZD8186,UMI-77,Cytarabine,BPD-00008900,MIM1,Dactolisib,NVP-ADW742,Gefitinib,Telomerase Inhibitor IX,GDC0810,WEHI-539,BDP-00009066,Epirubicin,GSK2578215A,I-BRD9,P22077,AZD6738,AZD5363,BMS-536924,ABT737,WIKI4,Afuresertib,Savolitinib,Navitoclax,Cyclophosphamide,MIRA-1,Pyridostatin,Temozolomide,Vinorelbine,Vinblastine,Pevonedistat,Foretinib,BIBR-1532,MK-8776,Talazoparib,AMG-319,AZ6102,VX-11e,LJI308,AT13148,Rapamycin,GSK591,VE821,GNE-317,Crizotinib,Entinostat,Alisertib,Fludarabine,Mitoxantrone,Niraparib,JAK1_8709,Leflunomide,IRAK4_4710,Entospletinib,BMS-345541,Podophyllotoxin bromide,Gallibiscoquinazole,Sinularin,PCI-34051,Carmustine,Topotecan,AGI-6780,VSP34_8731,MN-64,ML323,XAV939,PFI3,Zoledronate,CZC24832,KRAS (G12C) Inhibitor-12,ERK_2440,Acetalax,LY2109761,AZD1332,Mirin,OTX015,Wnt-C59,PRIMA-1MET,PRT062607,AZD5438,Obatoclax Mesylate,AZD2014,OF-1,Selumetinib,WZ4003,Teniposide,Picolinici-acid,JAK_8517,Elephantin,Ruxolitinib,VE-822,ERK_6604,IWP-2,PAK_5339,RVX-208,TAF1_5496,Dinaciclib,Nelarabine,IGF1R_3801,GSK343,CDK9_5576,LCL161,I-BET-762,AZD5153,CDK9_5038,AZD1208,Dihydrorotenone,ULK1_4989,Sabutoclax,AZ960,IAP_5620,Ibrutinib,AZD5991,Eg5_9814,Vincristine,GSK2606414,AZD5582,Daporinad,OSI-027,AZD8055,SB216763,Axitinib,RO-3306,Tozasertib,GSK269962A,KU-55933,PF-4708671,AZD6482,ZM447439,JQ1,NU7441,SB505124,Ribociclib,Doramapimod,BMS-754807,BI-2536,Cetuximab,Doxorubicin,Etoposide,Bleomycin,Bicalutamide,Bleomycin (50 uM),Pemetrexed,AICA Ribonucleotide
MIA-PaCa-2,3.9214510000000002,1.980803,2.8803075000000002,3.335935,-3.6321745,-3.4423865,-2.700202,4.783919,2.300992,2.672227,-1.189924,3.385103,3.388615,1.274858,4.226399,-2.486436,3.663943,3.9154410000000004,4.934079,5.099166,2.489266,5.688331,5.44369,-0.776931,-1.359359,4.338166999999999,-0.578015,3.3558779999999997,1.241366,2.88232,1.920389,0.410786,4.321162999999999,3.82075,2.752679,2.6613740000000004,1.120916,3.9783459999999997,-2.692533,3.9225480000000004,2.806462,2.671361,3.114115,3.881273,-0.09775199999999999,3.0474900000000003,-3.773964,1.442627,1.746327,4.9167309999999995,4.678917,2.9990759999999996,-3.7750800000000004,3.1686669999999997,1.630837,3.210689,4.447221,4.0523,2.288872,4.513612999999999,3.983249,-1.7961,3.2147810000000003,3.6174269999999997,-0.316447,4.495289,5.165339,2.468805,-1.399067,3.187727,3.205031,5.230386,3.3825529999999997,4.202089,1.981756,5.081167,4.99638,3.357122,3.0286299999999997,2.18973,4.928715,4.990436,2.183475,5.7210410000000005,-1.821708,-4.60026,-0.260058,0.911061,4.981806,2.929812,4.5133529999999995,3.8639769999999998,4.434058,2.3221700000000003,4.9969790000000005,3.9198120000000003,-1.1630850000000001,5.1102099999999995,4.29628,1.151986,3.910367,2.012325,2.230529,5.816955,-0.981073,4.259494,3.9107559999999997,5.161112999999999,4.377864,4.730794,3.090217,-1.806355,2.7291369999999997,1.732839,5.15521,6.324751,-0.8914059999999999,5.314659,1.810913,5.070336,4.8437269999999994,4.291196,5.109128,3.362138,4.530236,4.24379,2.024059,2.882613,4.929582,3.41535,4.357529,0.162944,4.991464,2.44599,2.895023,1.2282790000000001,1.519426,3.160872,3.8149050000000004,2.442491,2.7780139999999998,-0.9623879999999999,5.335014,2.9927259999999998,2.2801099999999996,4.2306550000000005,3.3363680000000002,2.831273,1.9881419999999999,2.2334810000000003,4.893766,4.144667,-3.071943,5.838677,0.11544700000000001,3.044384,-0.9113899999999999,5.258657,2.384562,-1.430635,-3.3513629999999996,5.547502,1.103608,1.6800979999999999,-1.257149,2.1394580000000003,4.238022,5.206946,5.5656870000000005,-3.463936,-3.245293,4.118271,1.5924459999999998,-3.567853,,,,,,,,,,,,,,,,,,,6.217072,-2.9047005,0.9068510000000001,-1.5227680000000001,3.9519415,-1.394283,4.1642589999999995,8.344021000000001
MKN1,4.00714,1.780872,3.897836,2.6943855,-2.789795,-3.876691000000001,-0.870755,5.05581,1.203115,0.020635,1.862216,2.212817,1.546768,3.103181,4.615842,-0.615161,3.660564,4.0929,6.537797,5.471123,4.668842,5.098982,6.034054,-1.734692,-2.587125,3.535993,2.293949,4.6618080000000015,-0.16381700000000002,3.8535440000000003,0.483206,-0.9933270000000001,5.715413,0.313767,2.057568,5.108981,2.0289200000000003,5.19224,-1.6322219999999998,4.441572,2.315312,4.6671059999999995,4.925766,3.7686089999999997,0.173491,3.14673,-5.067725,2.5950830000000003,1.7066419999999998,4.4329800000000015,3.406912,2.131006,-5.81086,1.467789,0.858052,3.3910400000000003,2.937907,2.6899759999999997,4.565658999999999,3.97421,2.962215,-2.008876,4.313807,3.0611740000000003,0.927251,4.741564,3.7308790000000003,2.964779,-2.013809,5.314005,3.573226,6.240365,1.604646,2.544356,1.877207,3.5658269999999996,3.7777089999999998,2.126944,3.9417379999999995,1.882077,6.066985,6.158828,3.286834,5.6155269999999975,-2.397395,-2.1793080000000002,4.159768,1.271042,4.971439,2.966322,5.989647,5.07726,2.380476,4.315993,4.83516,2.862695,-0.8986379999999999,5.039042,2.8590459999999998,0.256531,3.4400449999999996,3.113294,1.039809,4.598554,-0.020538999999999998,5.195802,4.986662,6.0301730000000004,6.223082,3.546812,3.8657779999999997,-0.503157,3.6330160000000014,3.807371,3.686386,5.438579,1.178524,4.552892,2.197492,5.078279,4.927745,5.348034999999999,6.138358,4.564404,6.1712050000000005,4.040674,3.443924,3.781109,5.96598,2.74844,4.775513,0.775346,4.679574,3.403026,2.898699,2.0632,1.738906,1.257201,4.562284,4.961295,2.912027,-1.473271,5.619083,3.194043,2.9830520000000003,5.093717,2.788801,4.601609,3.4317230000000003,2.144546,4.834564,3.9930550000000014,-2.227878,6.4859800000000005,1.190513,3.652996,0.408575,5.801837,1.671461,-0.04166,-2.128885,5.7319059999999995,1.265277,2.05108,-0.384756,2.543417,5.342878,4.512889,5.379226,-1.4855909999999999,-2.154649,4.69156,1.720174,-3.6226339999999997,,,,,,,,,,,,,,,,,,,5.4960330000000015,-3.7062425,-0.724224,-0.397836,3.4769620000000003,2.379698,2.000074,8.547201
MKN28,5.0263975,1.168721,3.387801,3.3676085,-2.7673404999999995,-2.7425215000000005,1.1864290000000002,3.395521,2.032468,2.70581,0.4512140000000001,3.6755120000000003,3.854157,0.955782,3.9594099999999997,-1.614162,3.3166629999999997,4.074061,6.182815,5.6297120000000005,5.6045440000000015,5.525818,6.0222120000000015,-1.453497,-1.693129,5.244186,-0.69595,3.913013,1.009901,5.021876,2.7907349999999997,1.317107,5.96504,1.3513469999999999,3.545497,4.959694,2.0724169999999997,3.8101599999999998,-2.403275,4.33359,2.645405,3.085826,4.068999,3.506188,3.1450549999999997,2.823572,-4.182758,2.260338,2.079307,5.018432,5.682158,3.3660080000000003,-4.536144999999999,2.069788,1.469171,2.5252830000000004,4.338821,2.192245,3.9933120000000004,4.716025,3.194305,1.021285,2.682823,3.4742309999999996,0.37311700000000003,5.456483,3.5568940000000002,3.069815,-0.195366,5.645135,4.164748,6.113037,3.662327,3.8468419999999997,1.7283970000000002,3.733764,4.695964,3.11956,3.7871370000000004,2.943546,5.240118,6.112482,5.466462,6.722992999999999,-3.215183,-5.011051,2.842948,1.603369,5.397867,4.689888,5.78808,5.757146,2.825884,1.392571,4.554533999999999,3.885208,-0.700628,5.580382,4.263848,3.9276449999999996,3.0902119999999997,4.10086,1.751997,6.528734,2.939829,5.237689,5.184288,4.575124,5.035101,3.9828230000000002,3.455798,-0.18957000000000002,3.237193,3.867532,4.459291,5.9116029999999995,2.207865,3.8360839999999996,2.3560849999999998,5.702230999999999,4.127225,4.690885,5.782946,4.448716,5.816115,4.011899,2.930847,1.433473,5.9807690000000004,6.223688,4.988881,1.4948489999999999,4.216003,6.1473260000000005,3.074487,3.320322,2.450176,6.2279349999999996,5.025384,3.441321,3.1191470000000003,3.00168,5.536415,5.814739,5.198423,4.906656,4.979127,2.637293,2.801689,2.2222779999999998,4.8761589999999995,5.584834,-2.713335,6.6686380000000005,2.7376080000000003,3.5449699999999997,-0.022640999999999998,5.198129,2.427363,0.7808970000000001,-2.8800380000000003,6.21955,0.410304,2.4197319999999998,-0.074976,2.921294,6.199511,5.620853,4.943728,-2.233795,0.798367,3.9600739999999996,1.8293979999999999,-4.737242,,,,,,,,,,,,,,,,,,,,-2.7285814999999998,1.030802,-2.863888,2.735369,0.8535379999999999,2.994207,7.170615
MKN7,6.967247,4.6398730000000015,4.029293,,-2.4652439999999998,-1.092466,0.256741,8.184128999999999,2.075366,4.871048,2.156263,3.212543,4.9030190000000005,,5.280633,1.876323,6.097282,6.5265330000000015,7.1092580000000005,6.031267,6.483743,4.286817,6.582930999999999,-1.6359629999999998,-1.851773,4.1499,1.845849,5.618977,1.393891,6.085554,3.535836,1.121993,3.5715589999999997,2.314181,1.816987,3.5771870000000003,2.056434,,0.9275610000000001,5.7412230000000015,1.2338209999999998,5.930289,4.595584,4.839411,4.193422,3.6837449999999996,-4.643559,3.240168,0.766124,6.251823,4.5241489999999995,2.7199150000000003,-3.20408,2.318206,2.433273,5.122408999999998,3.86973,5.466386,4.987451,5.154756,5.077049,1.103775,4.350842,2.774629,2.521693,4.834107,0.722808,3.477392,0.553824,3.208556,5.857324,6.155493,3.1894139999999997,3.505321,2.931365,1.116205,4.741114,3.093357,4.691091,,6.1610830000000005,6.639605,,,,1.71895,6.694711,,,,5.614511,,,,,,,,,1.418212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.691006,-0.448601,,,5.6419510000000015,4.138465,,8.297846
ML-2,0.7138580000000001,0.2715765,2.21245,1.535512,-5.6187895,-5.9776570000000016,-4.464037,1.874995,1.1602940000000002,-0.42615699999999995,-3.7704160000000004,3.6454,1.9164889999999999,-1.159498,2.989434,-4.245529,1.220389,1.8993389999999999,4.1382129999999995,3.672807,0.17541700000000002,4.407227,0.444201,-2.496094,-4.086011,1.9365400000000002,-5.231966000000001,0.508836,-1.073977,0.181578,0.4518430000000001,-2.277646,2.291361,1.414982,1.9025020000000001,3.018508,0.748848,3.233076,-4.9692169999999996,2.54175,1.9223580000000002,1.597535,0.7817609999999999,2.484966,-4.958712,-3.2832269999999997,-6.0082510000000005,0.340532,1.2049860000000001,2.929592,2.975048,2.706886,-4.008188,1.805907,0.2266,0.012457,2.196345,2.5902689999999997,-3.107954,2.392457,3.008649,-1.908423,0.5428109999999999,2.167795,-0.314375,3.4893080000000003,2.802986,2.507476,-3.013251,3.7149589999999995,2.055781,3.648068,0.369681,2.196584,0.31458600000000003,-2.709043,2.843414,0.91805,1.799163,-1.296381,4.290671,2.200001,1.305376,3.4651699999999996,-5.680603,-6.122649,-2.0851900000000003,-0.960952,4.312875,0.033201999999999995,-1.133622,3.668876,1.7029330000000005,0.425167,3.6540150000000002,0.5946779999999999,-3.40105,2.993281,2.051448,0.513128,2.541743,1.271531,-2.407724,2.881065,-3.227636,0.266541,2.9464740000000003,4.089789,4.078728,0.9135770000000001,1.474381,-1.6547349999999998,1.993745,3.082394,2.071898,4.397687,-2.057124,1.897584,1.747369,3.10716,3.09099,3.5701650000000003,4.102193,2.706948,3.794537,2.685498,-1.018545,4.979069,4.315558,2.579324,3.8222339999999995,-0.8527600000000001,3.3363419999999997,2.3475080000000004,1.117294,-0.251809,0.744124,1.661571,4.2940309999999995,-0.89233,1.821975,-2.79605,3.297969,1.10276,1.347604,2.95384,1.100262,0.6263449999999999,1.297002,0.785836,2.703836,4.120833999999999,-4.03375,4.992538,-1.371319,1.6335819999999999,-2.082163,3.018201,0.756021,-2.339907,-5.343466,4.42289,1.437904,0.22744899999999998,-1.770648,-0.427304,0.113436,4.3163860000000005,-3.2461900000000004,-5.89395,-4.860886,2.4367360000000002,-4.429911,-7.676261,,,,,,,,,,,,,,,,,,,6.5897630000000005,-1.826209,-1.085825,-1.018433,3.4291415,1.9633310000000002,-1.9598240000000002,7.9586679999999985
MLMA,1.6995985,2.5322430000000002,2.8655479999999995,2.1054845,-4.208729,-5.2290625,-3.5314389999999998,3.6791989999999997,1.1295110000000002,-0.8689370000000001,-0.43641,2.322164,1.6257139999999999,2.713346,3.595417,-2.422096,3.911253,4.734473,4.4786800000000015,3.579992,1.2347540000000001,3.119308,3.940258,-1.5534649999999999,-4.058862,1.424495,2.355101,2.5695189999999997,-0.9348129999999999,3.603537,-0.012980000000000002,-2.0244880000000003,3.4661779999999998,-0.483263,2.149367,2.906733,0.009382,4.251322,-4.506375,2.6513400000000003,1.948032,2.105759,2.593037,3.16697,-4.193118,1.782663,-5.507037,-0.531758,0.318157,3.34924,2.610414,2.579212,-5.20504,1.043575,0.257363,0.701665,1.459482,1.331944,-2.111924,3.279693,2.9550799999999997,-1.4827219999999999,2.547332,2.958165,0.469825,2.8963229999999998,2.2221889999999997,1.410508,-2.252391,4.212295,2.5014849999999997,3.378244,1.9916009999999997,1.983082,1.89493,1.379408,3.8197980000000014,1.50545,1.2533040000000002,1.713511,4.144867,3.421679,1.8577099999999998,5.033588,-5.125083999999998,-4.982367,0.275167,1.643989,4.460612,0.01627,3.0026509999999997,2.252926,1.898853,1.883804,4.484717,3.336961,-3.399382,4.101506,2.752192,-0.687231,1.388771,0.470276,1.126914,0.6150439999999999,-2.054997,2.340933,3.6637510000000004,4.3508569999999995,5.064347,0.667918,2.409911,-2.511548,2.431338,2.716066,2.554105,5.2766410000000015,-2.282856,2.6819610000000003,1.903225,3.808302,3.914197,4.1794970000000005,4.079953,3.1397150000000003,2.960685,2.168189,2.8352180000000002,5.042534,3.6590290000000003,3.848841,3.622657,0.317008,3.4696849999999997,2.315257,0.672395,1.318392,1.072937,1.784933,3.875768,3.9338339999999996,2.459894,-2.393497,4.701091,3.3832269999999998,1.408517,4.363589,1.128526,5.036071,2.361119,0.352401,3.12387,3.4974190000000003,-4.186746,5.235562,1.954909,1.7547869999999999,-1.828413,3.8070209999999998,1.342738,-0.176154,-5.1174230000000005,3.817161,0.799794,1.376882,-3.601235,1.6758529999999998,5.06156,0.835584,1.608761,-4.840736,-5.161509,3.205233,0.46001099999999995,-5.394718,,,,,,,,,,,,,,,,,,,5.575136,-2.1811785,1.290694,-0.090509,3.4703480000000004,2.830428,4.235875,
MOG-G-UVW,2.803986,3.1343645,2.625253,1.6377469999999998,-4.957704,-7.0299320000000005,-4.02278,3.965699,1.626744,1.5067030000000001,0.463811,4.820428,3.749972,2.034405,4.941675,-3.841278,4.996741,4.737003,5.313967,4.315462999999999,0.486886,2.4224509999999997,5.665451,-1.923,-4.103943,2.433207,-0.158609,2.115551,-0.520161,1.532076,0.554387,-0.40599,3.6752599999999997,1.147649,1.868327,4.085635,1.3642219999999998,4.468374,-5.282657,2.859427,2.706394,2.589607,3.214954,3.6098779999999997,-3.548546,1.90228,-5.4303989999999995,-0.135727,2.3130669999999998,4.562719,3.078276,3.4115300000000004,-6.574472999999999,1.7814240000000001,0.4769600000000001,0.255895,2.164099,1.843003,-0.544098,3.845365,3.750917,-2.841012,2.581882,3.070672,-1.16157,4.564078,4.5271230000000005,2.6387400000000003,-1.101524,4.08575,3.7388449999999995,3.264533,1.565692,1.7647959999999998,2.1486009999999998,3.1551419999999997,3.5900819999999998,2.380475,0.723279,2.5014540000000003,4.688959,4.947359,2.408753,4.6772279999999995,-5.413101,-6.5308,0.8021590000000001,-1.036456,4.872281,3.094908,1.7617169999999998,5.1142900000000004,1.55577,2.352958,4.8332690000000005,1.412497,-3.9441349999999997,3.022304,2.846916,-0.739909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.917693,,,,,,,,,,,,,,,,,,,5.65983,-3.2932135000000002,-0.283675,0.22805799999999998,3.384449,-1.86473,3.562714,7.848656
MOLP-8,2.3103565,1.5207229999999998,3.0971925,0.3798565,-3.9284965000000014,-4.147165500000002,-3.259964,2.747055,1.3733520000000001,-1.748918,-0.513419,4.371156,0.797809,1.3195270000000001,3.271051,-3.7781029999999998,-0.2192260000000001,4.262701,4.720373,4.93619,1.852999,4.996805999999999,1.400902,-1.876296,-6.6520350000000015,0.147301,-0.449788,2.6768240000000003,-0.559025,1.233063,-1.07598,-0.8633149999999999,4.036503,0.573327,2.474736,3.390247,0.348173,1.302777,-4.455929,2.9923830000000002,2.3699619999999997,1.8750369999999998,2.507536,3.450881,-4.091412,2.033325,-4.674215,0.960189,1.463222,4.70411,1.804787,3.094745,-5.734188,1.6622720000000002,0.399779,1.8419279999999998,1.791349,1.9193189999999998,-0.111989,4.166142,4.7041830000000004,-2.921663,0.206479,3.094745,-0.408896,3.523881,4.630235,1.1982030000000001,-2.060655,4.1967550000000005,2.7698270000000003,2.173367,1.5237020000000001,1.3166280000000001,0.866772,2.607954,3.684766,2.1015509999999997,2.275233,1.298263,4.523969,4.394737999999999,1.726348,3.8130919999999997,-5.721118,-4.39035,-0.351089,-0.356284,2.547877,0.469322,1.992128,2.838902,1.8911529999999999,2.6107669999999996,4.7041830000000004,3.3834589999999998,-6.886141,4.265178,2.408405,-1.13257,-0.004181,-0.015939,1.002114,3.935718,-2.044796,4.024214,1.526298,4.912719999999998,3.3125370000000003,4.2892470000000005,1.437142,-0.972306,2.400875,3.50021,4.702573999999999,5.802505,-0.6836909999999999,4.3280389999999995,-4.615053,4.151175,4.501129,4.470596,4.7034660000000015,3.094745,4.5287120000000005,2.3241709999999998,0.10636500000000004,5.802657,4.7041830000000004,2.2720689999999997,3.6137980000000014,-0.47064300000000003,4.09431,1.349691,1.349689,0.54225,0.391766,-0.803599,2.885151,2.378352,3.168986,-0.524921,4.7025440000000005,1.368269,2.454872,4.502186,1.1725809999999999,1.478921,2.398688,-3.835322,4.1079620000000014,2.093459,-4.192585,5.395430999999999,-1.85463,2.357522,-2.760391,3.438297,0.790207,-3.102817,-5.29025,2.984324,1.6122,-4.706942,-1.344154,0.576032,4.817625,4.526687,-4.126638,-5.817821,-4.174638,4.078223,1.9139400000000002,,,,,,,,,,,,,,,,,,,,6.2469339999999995,-2.583748,-0.504602,1.1916129999999998,3.2660584999999998,2.1897830000000003,1.7480950000000002,6.486345
MOLT-4,3.4866370000000004,1.7354515,3.7573540000000003,2.114296,-4.673985,-0.988936,-4.698154,2.952354,1.7467650000000001,2.240129,-0.6026199999999999,3.853964,3.4677019999999996,2.705526,1.8654080000000002,-1.89143,3.188262,3.97079,5.040939,4.606493,0.023288999999999997,4.644534999999999,0.006912000000000001,-1.6043020000000001,-2.933393,1.941932,1.473275,2.479157,-0.738104,0.673608,0.6827439999999999,-1.1776799999999998,2.372061,3.024362,2.644237,3.590787,0.49074399999999996,4.288652,-4.691606,3.207913,3.0255389999999998,2.159836,2.9247959999999997,3.102957,-2.585897,-0.028622,-5.542365,0.618572,1.5544,4.151004,2.192682,1.9879630000000001,-4.737296,1.361062,0.620965,0.36140900000000004,2.746433,2.736144,-2.543156,4.493204,2.6974720000000003,-0.91355,2.988895,3.052432,-0.156503,4.262706,-1.555743,1.991597,-3.8978010000000003,4.583119,3.848578,4.683239,0.561688,1.9016810000000002,2.920121,-0.938585,3.552857,0.510043,1.216642,-2.105866,4.675636,4.67467,1.464947,5.241626999999999,-5.642586,-5.837281,-1.1826649999999999,-0.856972,4.683169,2.52707,-0.597789,4.647423000000002,2.0713049999999997,2.843385,3.453268,3.068959,-1.1434549999999999,1.5644870000000002,2.3805419999999997,1.876869,2.6043950000000002,2.681165,2.3321560000000003,3.032495,1.5656379999999999,4.876596,4.698022,4.3065190000000015,4.805268,4.455248,4.042178,-0.291377,2.568308,3.723043,4.691992,5.50518,-0.15806800000000001,3.1284400000000003,2.666219,4.172319,2.397268,4.610651,4.927016,3.285029,4.2561870000000015,2.8846,3.3400540000000003,5.835281,4.88998,4.7909190000000015,4.608104,2.515002,3.8696639999999998,5.064671,4.534525,4.526073,0.478684,3.8255790000000003,0.482458,3.366598,4.882269,-0.7921729999999999,4.920088,3.965378,4.341139,4.193748,2.713396,3.3069379999999997,1.914484,2.250564,4.909996,-0.728421,2.247566,5.574292,4.523877,2.611596,3.7145660000000014,4.926954,2.7054150000000003,2.433966,2.143488,4.761705999999998,-4.461983999999998,1.4552370000000001,-1.593274,4.323123000000002,4.795949,4.879429,3.1941439999999997,-1.03888,-0.554298,4.926943,2.44348,-5.610056,,,,,,,,,,,,,,,,,,,6.025807,-4.235882,-1.401076,0.113943,2.7644029999999997,0.577786,-2.914713,5.973719
MONO-MAC-6,1.321785,1.637282,1.066767,1.131169,-5.5642190000000005,-5.989093,-4.079495,0.32810100000000003,0.259119,-1.151014,-0.37745,3.3943160000000003,2.959577,1.3153270000000001,2.632162,-4.951109,2.764836,3.2648349999999997,3.2673520000000003,3.50374,0.097309,0.393388,4.130091999999999,-2.336051,-6.134999,-0.606991,-1.247448,1.610579,-0.8376629999999999,1.336861,-0.30177800000000005,-5.178989,3.153498,0.456057,2.065181,3.240409,0.073298,1.6192090000000001,-5.851746,0.799726,1.9631009999999998,-4.554658,1.676818,1.842829,,0.4353260000000001,-5.7045580000000005,-0.556633,0.456804,3.460953,0.39315700000000003,1.712236,-4.197853,0.703468,-0.26909099999999997,0.30933,0.29916,1.5826770000000001,1.482214,1.744347,3.7810339999999996,-3.15406,0.531045,1.664912,-0.7337060000000001,4.453427,1.423979,0.7184619999999999,-1.33596,3.7828370000000002,1.327045,0.9626549999999999,0.363137,0.6558470000000001,-1.059873,-0.41985100000000003,4.5585260000000005,-1.016008,0.698411,1.747426,4.546627,4.224861,2.695826,4.147921,-4.633762,-6.371901,-4.004735,-5.380822,3.6043519999999996,-0.156075,0.6912050000000001,3.101489,1.067172,1.2759559999999999,3.2790800000000004,2.487931,-3.233326,3.7639970000000003,1.9558650000000002,-0.406996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.386941,,,,,,,,,,,,,,,,,,,6.687389,-1.9457084999999998,2.1379240000000004,1.360093,3.0123240000000004,3.6662,-0.15951400000000002,5.8617
MPP-89,5.234873,2.333555,4.1855685000000005,3.5479705000000004,-2.9092520000000004,-1.482723,-1.7789650000000001,6.4410690000000015,2.082544,2.850244,1.8012540000000001,4.030533999999999,4.157541,2.6071,3.5527339999999996,-1.887615,3.6853949999999998,4.005814,5.985377,5.321416,3.2765419999999996,3.200629,5.0468,-0.9470129999999999,-4.2412,4.802253,1.211968,4.448793,1.51406,3.28609,1.8507209999999998,-0.579649,5.133718,-0.849981,2.591834,3.161236,2.6431720000000003,3.69195,-1.038135,1.220972,3.055199,3.011942,3.273397,3.6339690000000004,0.863842,1.878004,-4.136641,2.5612470000000003,2.0978779999999997,4.811821,4.853292,3.0119990000000003,-3.7907559999999996,1.527577,1.5938940000000001,4.152408,4.398126,3.5138769999999995,2.3037,3.780038,3.6609879999999997,-1.437307,4.322763,4.025046,1.24766,5.069623,2.621381,2.739573,-0.589817,4.2497690000000015,3.026135,5.476711,2.369071,3.017834,1.477637,2.1222119999999998,3.63191,3.531796,3.251423,0.88497,5.559862,5.378254,3.5751480000000004,6.337874,-1.675052,-3.0736529999999997,0.47642700000000004,0.49081400000000003,4.6422669999999995,3.063872,4.6125120000000015,5.294936,3.829797,2.359285,5.529219,2.616002,-0.993418,5.6269230000000015,4.700533,1.113285,3.115376,3.01359,2.12684,4.908748,1.9575169999999997,5.143989,3.8198510000000003,4.990801,4.753556,3.052405,3.9477330000000004,-0.795743,3.248038,3.911227,4.247058,6.7427,1.129329,3.234162,3.0435060000000003,3.8569370000000003,4.0058690000000015,3.356525,4.8941230000000004,4.03465,4.890877,4.368848000000002,3.175208,6.738187,4.550148,1.156333,4.608356,1.8471819999999999,3.646184,4.814593,2.6689439999999998,2.999968,1.228883,2.514696,3.811835,5.480105,3.528512,1.2773780000000001,4.798776999999999,1.622718,3.093424,4.614093,4.607543,3.476903,1.962969,3.0339110000000002,3.686461,4.341432,-2.5058740000000004,6.337235,0.532159,2.520062,0.128577,4.4921169999999995,2.1510569999999998,2.644318,-1.930591,5.913671,2.107818,3.7741559999999996,1.081988,0.940261,5.4591410000000025,3.9021779999999997,4.634105,-1.365961,-0.846508,3.285736,5.268608,-3.327863,,,,,,,,,,,,,,,,,,,6.955013,-1.2916395,2.5715220000000003,2.9609389999999998,3.2011724999999998,4.467549,4.492091,9.188554
